"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 31 09:50:26 GMT 2023","Fri Mar 31 09:50:28 GMT 2023","2891","test","test_as_pytest_sign_up_neg&poz","TestSingUp","","","Regisztráció - Míg sikeres nem lesz",""
"passed","Fri Mar 31 09:50:30 GMT 2023","Fri Mar 31 09:50:31 GMT 2023","1066","test","test_as_pytest_sign_up_neg&poz","TestSingUp","","","Regisztrációs kisérlet - jelszó nélkül",""
