"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 11 23:49:32 GMT 2023","Tue Apr 11 23:49:35 GMT 2023","2445","test","test_all_cases_v2","Test11ConduitFunction","","","Belépés sikerességének ellenőrzése navbar menu elemszámával, a ""Log out"" gomb meglétével",""
"broken","Tue Apr 11 23:49:57 GMT 2023","Tue Apr 11 23:50:03 GMT 2023","6684","test","test_all_cases_v2","Test11ConduitFunction","","","Új cikk felvétele és törlése",""
"passed","Tue Apr 11 23:49:45 GMT 2023","Tue Apr 11 23:49:52 GMT 2023","6875","test","test_all_cases_v2","Test11ConduitFunction","","","Sorozatos adatbevitel csv fájlból",""
"passed","Tue Apr 11 23:50:04 GMT 2023","Tue Apr 11 23:50:07 GMT 2023","2557","test","test_all_cases_v2","Test11ConduitFunction","","","Kilépés sikerességének ellenőrzése",""
"passed","Tue Apr 11 23:49:30 GMT 2023","Tue Apr 11 23:49:31 GMT 2023","1394","test","test_all_cases_v2","Test11ConduitFunction","","","Regisztráció - Míg sikeres nem lesz (ha a próbált felhasználónév már foglalt lenne)",""
"passed","Tue Apr 11 23:49:24 GMT 2023","Tue Apr 11 23:49:25 GMT 2023","853","test","test_all_cases_v2","Test11ConduitFunction","","","Sikertelen regisztrációs kisérlet - jelszó nélkül",""
"passed","Tue Apr 11 23:49:36 GMT 2023","Tue Apr 11 23:49:36 GMT 2023","294","test","test_all_cases_v2","Test11ConduitFunction","","","Cookie policy - ""I accept!"" gombfelírat ellenőrzése",""
"passed","Tue Apr 11 23:49:40 GMT 2023","Tue Apr 11 23:49:40 GMT 2023","918","test","test_all_cases_v2","Test11ConduitFunction","","","Több oldalas lista bejárása",""
"passed","Tue Apr 11 23:49:26 GMT 2023","Tue Apr 11 23:49:28 GMT 2023","2393","test","test_all_cases_v2","Test11ConduitFunction","","","Regisztráció - fix (még nem regisztrált) adatokkal",""
"passed","Tue Apr 11 23:49:37 GMT 2023","Tue Apr 11 23:49:38 GMT 2023","932","test","test_all_cases_v2","Test11ConduitFunction","","","Adatok listázásának ellenőrzése",""
"passed","Tue Apr 11 23:49:53 GMT 2023","Tue Apr 11 23:49:55 GMT 2023","2194","test","test_all_cases_v2","Test11ConduitFunction","","","Meglévő adat módosítás",""
"passed","Tue Apr 11 23:49:42 GMT 2023","Tue Apr 11 23:49:44 GMT 2023","2153","test","test_all_cases_v2","Test11ConduitFunction","","","Új adat bevitel",""
