"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 11 00:33:29 GMT 2023","Tue Apr 11 00:33:31 GMT 2023","2452","test","test_all_cases_v2","Test11ConduitFunction","","","Belépés sikerességének ellenőrzése navbar menu elemszámával, a ""Log out"" gomb meglétével",""
"passed","Tue Apr 11 00:33:37 GMT 2023","Tue Apr 11 00:33:38 GMT 2023","944","test","test_all_cases_v2","Test11ConduitFunction","","","Több oldalas lista bejárása",""
"passed","Tue Apr 11 00:33:39 GMT 2023","Tue Apr 11 00:33:41 GMT 2023","2205","test","test_all_cases_v2","Test11ConduitFunction","","","Új adat bevitel",""
"passed","Tue Apr 11 00:33:42 GMT 2023","Tue Apr 11 00:33:45 GMT 2023","2553","test","test_all_cases_v2","Test11ConduitFunction","","","Kilépés sikerességének ellenőrzése",""
"passed","Tue Apr 11 00:33:20 GMT 2023","Tue Apr 11 00:33:21 GMT 2023","1122","test","test_all_cases_v2","Test11ConduitFunction","","","Sikertelen regisztrációs kisérlet - jelszó nélkül",""
"passed","Tue Apr 11 00:33:34 GMT 2023","Tue Apr 11 00:33:35 GMT 2023","937","test","test_all_cases_v2","Test11ConduitFunction","","","Adatok listázásának ellenőrzése",""
"passed","Tue Apr 11 00:33:22 GMT 2023","Tue Apr 11 00:33:25 GMT 2023","2559","test","test_all_cases_v2","Test11ConduitFunction","","","Regisztráció - fix (még nem regisztrált) adatokkal",""
"passed","Tue Apr 11 00:33:26 GMT 2023","Tue Apr 11 00:33:27 GMT 2023","1416","test","test_all_cases_v2","Test11ConduitFunction","","","Regisztráció - Míg sikeres nem lesz (ha a próbált felhasználónév már foglalt lenne)",""
"passed","Tue Apr 11 00:33:33 GMT 2023","Tue Apr 11 00:33:33 GMT 2023","284","test","test_all_cases_v2","Test11ConduitFunction","","","Cookie policy - ""I accept!"" gombfelírat ellenőrzése",""
