"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 30 08:29:21 GMT 2023","Thu Mar 30 08:29:22 GMT 2023","1047","test","test_as_pytest_sign_up_neg&poz","TestSingUp","","","test_sign_up_direct_negativ",""
"passed","Thu Mar 30 08:29:17 GMT 2023","Thu Mar 30 08:29:20 GMT 2023","2878","test","test_as_pytest_sign_up_neg&poz","TestSingUp","","","test_sign_up_negativ_and_pozitiv",""
